Order ID,Order Date,Region,Category,Sub-Category,Sales,Quantity,Profit,Customer Name
ORD-11372,2024-11-11,South,Furniture,Chair,9117.78,1,2156.77,Pamela Lee
ORD-11373,2024-05-05,North,Office Supplies,Printer Paper,6113.0,3,2039.84,Lisa Hernandez
ORD-11374,2024-03-30,North,Office Supplies,Notebook,3733.8,3,1565.37,Alyssa Cruz
ORD-11375,2024-09-10,West,Technology,Monitor,1787.79,2,1046.98,Theresa Acevedo
ORD-11376,2024-10-03,North,Office Supplies,Notebook,2971.64,8,915.96,Jeremy Valdez
ORD-11377,2024-11-19,West,Technology,Laptop,2252.89,5,2790.87,Adam Guerra
ORD-11378,2024-08-25,West,Office Supplies,Pen,669.22,1,1865.81,Patrick Rivera
ORD-11379,2024-06-30,North,Furniture,Sofa,151.03,3,1236.1,Samuel Campbell
ORD-11380,2024-08-08,West,Technology,Laptop,2055.69,9,1567.24,Jennifer Davis
ORD-11381,2024-03-04,West,Technology,Monitor,168.41,5,716.98,Julia Hunt
ORD-11382,2024-06-02,East,Furniture,Sofa,4340.58,3,1632.46,Robert Payne MD
ORD-11383,2024-08-12,West,Furniture,Chair,1702.16,6,2253.92,Wendy Sanders
ORD-11384,2024-12-29,South,Technology,Keyboard,1195.59,5,168.76,David Day
ORD-11385,2024-06-18,North,Furniture,Cabinet,1687.09,4,2847.71,Jeremiah Johnson
ORD-11386,2024-03-01,West,Office Supplies,Printer Paper,4941.77,8,2409.47,Justin Bishop
ORD-11387,2024-06-15,West,Office Supplies,Notebook,5068.4,7,437.68,Jose Howe
ORD-11388,2024-03-05,South,Technology,Laptop,3506.79,1,2313.79,Kara Brown
ORD-11389,2024-12-13,East,Technology,Laptop,4353.68,10,2225.42,James Dunn
ORD-11390,2024-05-28,East,Furniture,Cabinet,4910.7,7,780.85,Ryan Mooney
ORD-11391,2024-05-07,East,Technology,Mouse,7690.6,5,2983.06,Judith Becker
ORD-11392,2024-04-11,West,Technology,Monitor,7093.96,2,2118.38,Paul Hart
ORD-11393,2024-04-06,South,Office Supplies,Notebook,2370.9,3,1233.79,David Howell
ORD-11394,2024-03-15,West,Furniture,Table,274.85,4,318.26,Brittney Collier
ORD-11395,2024-07-27,East,Technology,Monitor,7031.57,4,704.24,Daniel Baker
ORD-11396,2024-02-01,West,Furniture,Cabinet,6474.34,5,374.66,Jeremy Schultz
ORD-11397,2024-06-28,West,Furniture,Sofa,2544.99,1,586.17,Nancy Ayala
ORD-11398,2024-12-04,East,Technology,Laptop,2198.58,8,876.47,Amanda Gray
ORD-11399,2024-08-08,South,Office Supplies,Pen,2597.4,8,1122.56,Diana Hicks
ORD-11400,2024-02-19,North,Furniture,Chair,6861.32,3,1027.07,Mark Rivas
ORD-11401,2024-10-28,East,Office Supplies,Printer Paper,2458.7,5,669.6,Elizabeth Welch
ORD-11402,2024-02-24,South,Furniture,Chair,6332.63,10,405.05,Nicholas Ramsey
ORD-11403,2024-04-08,West,Office Supplies,Notebook,9262.46,2,2828.36,Michael Meadows
ORD-11404,2024-06-03,West,Office Supplies,Printer Paper,9897.48,4,1623.99,Hannah Fitzpatrick
ORD-11405,2024-03-06,South,Technology,Laptop,4240.3,5,2680.18,April Scott
ORD-11406,2024-07-06,West,Office Supplies,Printer Paper,6335.66,2,2737.01,Michael Dominguez
ORD-11407,2024-08-02,North,Technology,Monitor,1752.66,5,2105.28,Robert Smith
ORD-11408,2024-01-24,North,Technology,Keyboard,7964.46,4,2235.11,Mary Singh
ORD-11409,2024-12-16,North,Furniture,Cabinet,1738.63,9,1183.24,William Thompson
ORD-11410,2024-11-06,East,Furniture,Cabinet,2148.55,1,522.01,Gary Williamson
ORD-11411,2024-09-19,West,Technology,Laptop,5087.8,9,813.56,Brian Jacobson
ORD-11412,2024-12-28,East,Technology,Keyboard,5566.29,3,710.59,Jose Smith
ORD-11413,2024-05-29,North,Office Supplies,Notebook,6432.19,5,2785.38,Selena Wright
ORD-11414,2024-11-24,South,Furniture,Chair,9896.41,4,1627.06,Corey Sexton
ORD-11415,2024-11-19,East,Technology,Keyboard,3313.16,9,828.91,Debra Williamson
ORD-11416,2024-11-09,East,Technology,Monitor,3313.89,1,1896.57,Amanda Rodriguez
ORD-11417,2024-04-22,East,Technology,Keyboard,1849.68,1,1635.3,John Hart
ORD-11418,2024-12-18,West,Office Supplies,Pen,9462.0,5,2616.58,Lisa Boyle
ORD-11419,2024-08-14,South,Office Supplies,Notebook,3310.2,4,1765.91,Joshua Morris
ORD-11420,2024-08-16,South,Furniture,Table,7325.14,7,1137.49,Carrie Dalton
ORD-11421,2024-09-10,South,Furniture,Chair,4647.96,3,607.14,Mandy Edwards
ORD-11422,2024-11-27,East,Furniture,Table,308.37,3,2661.5,Sherri Mullen
ORD-11423,2024-02-05,South,Furniture,Table,813.28,4,1392.32,Andrea Garcia
ORD-11424,2024-02-21,South,Office Supplies,Stapler,7294.97,1,1829.72,Abigail Carter
ORD-11425,2024-01-11,North,Furniture,Cabinet,8282.97,1,439.93,Paul Bridges
ORD-11426,2024-03-14,North,Technology,Keyboard,7944.76,1,2874.97,Joan Walters
ORD-11427,2024-12-28,North,Technology,Keyboard,2102.98,8,2291.03,David Nelson
ORD-11428,2024-06-06,East,Furniture,Table,4841.19,4,214.83,Mr. David Estrada
ORD-11429,2024-11-17,North,Office Supplies,Printer Paper,309.96,1,353.31,Christina Mayo
ORD-11430,2024-09-18,West,Furniture,Chair,1504.17,4,120.8,Tina Ruiz
ORD-11431,2024-03-16,East,Furniture,Cabinet,6588.11,4,2768.99,Francisco Morton
ORD-11432,2024-12-17,North,Office Supplies,Stapler,4969.02,2,712.34,Francisco Kim MD
ORD-11433,2024-02-09,East,Furniture,Sofa,1271.67,2,2691.98,Maria Cervantes
ORD-11434,2024-04-01,West,Office Supplies,Notebook,5351.76,10,585.03,Derek Serrano
ORD-11435,2024-12-07,East,Furniture,Table,6285.11,5,1077.74,Tyler Hernandez
ORD-11436,2024-09-12,East,Technology,Keyboard,9335.53,2,2377.13,Mark Wright
ORD-11437,2024-06-12,South,Technology,Mouse,3966.94,8,2453.22,Mr. Anthony Harmon
ORD-11438,2024-05-22,South,Technology,Monitor,995.43,3,586.52,Joseph Watkins
ORD-11439,2024-06-12,West,Furniture,Sofa,4295.94,7,1825.14,Ronald Sanchez
ORD-11440,2024-03-11,South,Office Supplies,Printer Paper,3893.53,9,1516.45,Jessica Johnson
ORD-11441,2024-09-29,South,Office Supplies,Stapler,3907.81,10,2159.02,Ashley Black
ORD-11442,2024-12-25,North,Office Supplies,Notebook,2428.41,1,649.68,Daisy Bean
ORD-11443,2024-10-12,West,Technology,Keyboard,9580.4,2,225.75,Linda Phelps
ORD-11444,2024-03-12,East,Furniture,Sofa,4657.85,9,2916.87,Misty Munoz
ORD-11445,2024-04-17,South,Furniture,Table,653.07,3,395.85,Matthew Griffith
ORD-11446,2024-07-12,North,Office Supplies,Notebook,6991.61,7,1146.47,Amanda Smith
ORD-11447,2024-12-05,North,Office Supplies,Pen,4820.58,10,2617.91,Maria Gross
ORD-11448,2024-07-06,South,Technology,Mouse,882.03,2,86.81,Dana Love
ORD-11449,2024-04-03,West,Furniture,Table,7461.22,9,2110.76,Jessica Coleman
ORD-11450,2024-07-29,East,Furniture,Cabinet,4495.34,1,895.97,Leah Mccormick
ORD-11451,2024-11-24,North,Technology,Laptop,6081.32,3,1534.72,Maurice Baker
ORD-11452,2024-08-04,West,Technology,Monitor,5586.14,5,2761.49,Courtney Mercer
ORD-11453,2024-12-29,South,Office Supplies,Printer Paper,4294.34,3,851.89,Thomas Kelly
ORD-11454,2024-03-05,South,Technology,Monitor,4063.98,1,695.77,James Franklin
ORD-11455,2024-12-20,West,Technology,Laptop,4826.42,7,2490.4,Carol Taylor
ORD-11456,2024-07-09,West,Technology,Laptop,2027.83,2,357.98,David Powers
ORD-11457,2024-01-15,South,Furniture,Sofa,2893.85,9,364.07,James Jimenez
ORD-11458,2024-06-07,South,Technology,Laptop,5561.74,1,758.99,Scott Bray
ORD-11459,2024-10-15,West,Technology,Laptop,552.24,6,324.97,Barbara Collins
ORD-11460,2024-07-01,East,Furniture,Chair,9591.52,9,624.91,Lisa Jones
ORD-11461,2024-03-07,North,Furniture,Sofa,3380.05,9,347.96,Michael Lynch
ORD-11462,2024-10-27,West,Technology,Laptop,4821.84,1,905.85,Phillip Salazar
ORD-11463,2024-02-10,North,Technology,Monitor,9532.9,4,2658.99,Edward Peters
ORD-11464,2024-03-23,East,Office Supplies,Notebook,4530.05,3,1050.11,Anthony Richardson
ORD-11465,2024-01-21,West,Furniture,Cabinet,2467.2,10,1840.29,Colin Anthony
ORD-11466,2024-02-19,North,Technology,Monitor,1511.96,5,1664.05,Matthew Jordan
ORD-11467,2024-02-18,West,Technology,Monitor,3205.82,5,526.34,Scott Lara
ORD-11468,2024-06-29,North,Furniture,Sofa,804.23,8,810.94,Seth Myers
ORD-11469,2024-08-14,South,Furniture,Sofa,9404.31,10,1490.36,Haley Wagner
ORD-11470,2024-07-24,West,Furniture,Sofa,8584.31,3,1350.44,Jessica Reynolds
ORD-11471,2024-07-10,North,Office Supplies,Printer Paper,6853.79,9,1377.77,Kim Fuller
ORD-11472,2024-11-13,North,Office Supplies,Pen,7436.32,4,2114.25,Tanya Jenkins
ORD-11473,2024-03-20,North,Office Supplies,Pen,2977.54,3,1731.89,Timothy Wright
ORD-11474,2024-07-17,West,Technology,Mouse,6724.59,6,1424.34,Sergio Herring
ORD-11475,2024-02-25,North,Office Supplies,Stapler,1884.71,2,2756.51,Pamela Murphy
ORD-11476,2024-04-12,West,Furniture,Cabinet,3354.33,6,1060.15,Katie George
ORD-11477,2024-04-18,West,Office Supplies,Stapler,1231.83,8,162.93,Tara Smith
ORD-11478,2024-03-15,South,Technology,Monitor,3269.85,1,2964.04,Michael Vasquez
ORD-11479,2024-07-04,West,Furniture,Chair,9787.75,4,209.53,Sherry Boone
ORD-11480,2024-05-18,East,Technology,Monitor,6393.3,2,468.13,Wesley Davis
ORD-11481,2024-02-11,East,Furniture,Cabinet,8750.38,8,2620.3,Crystal Carroll
ORD-11482,2024-12-08,East,Office Supplies,Notebook,1922.38,1,322.7,Tim Joseph
ORD-11483,2024-06-01,South,Furniture,Sofa,2066.19,7,1470.79,Ricky Porter
ORD-11484,2024-12-22,West,Office Supplies,Notebook,3611.45,10,1197.96,Lisa Jackson
ORD-11485,2024-02-09,South,Technology,Mouse,3304.95,6,91.85,Ronald Hall
ORD-11486,2024-09-12,East,Furniture,Table,1224.71,7,825.27,Sharon Joyce DVM
ORD-11487,2024-08-18,South,Office Supplies,Pen,6379.5,10,337.47,Jessica Smith
ORD-11488,2024-08-03,South,Technology,Mouse,6049.34,4,1076.85,Kenneth Castro
ORD-11489,2024-07-08,East,Technology,Laptop,260.29,5,1531.15,Sarah Higgins
ORD-11490,2024-11-28,West,Technology,Monitor,4199.13,6,1089.02,Stacey Nelson
ORD-11491,2024-09-24,East,Office Supplies,Stapler,1222.46,3,1403.53,John Smith
ORD-11492,2024-10-10,South,Furniture,Table,5473.35,7,890.83,Kayla Ward
ORD-11493,2024-11-20,East,Office Supplies,Stapler,7050.72,2,2986.32,Maria Gomez
ORD-11494,2024-11-28,North,Technology,Laptop,6200.98,7,355.84,Dennis Raymond
ORD-11495,2024-11-20,West,Office Supplies,Pen,5083.28,1,2019.74,Jamie Li
ORD-11496,2024-04-24,West,Furniture,Table,5560.72,2,626.9,Pamela Shelton
ORD-11497,2024-06-28,West,Furniture,Chair,4188.05,7,72.44,Diane Bailey
ORD-11498,2024-09-16,East,Furniture,Table,2749.33,5,956.82,Donald Johnson
ORD-11499,2024-01-03,West,Furniture,Table,423.48,1,502.46,Stacie Ware
ORD-11500,2024-06-20,South,Furniture,Sofa,9595.69,7,763.4,Marie Moss
ORD-11501,2024-11-11,West,Furniture,Table,,10,,Dakota Johnson
ORD-11502,2024-03-29,West,Office Supplies,Stapler,9051.3,9,517.41,Robert Woods
ORD-11503,2024-12-29,South,Technology,Laptop,5092.14,10,2363.63,Tonya Woodard
ORD-11504,2024-10-10,South,Office Supplies,Printer Paper,9492.13,4,325.1,Veronica Banks
ORD-11505,2024-01-06,South,Technology,Monitor,375.4,9,2765.75,Manuel Huber
ORD-11506,2024-01-13,South,Technology,Monitor,9835.8,6,600.34,William Stone MD
ORD-11507,2024-06-01,South,Office Supplies,Notebook,5400.63,4,2192.62,Jennifer Davis
ORD-11508,2024-12-03,North,Furniture,Sofa,2822.15,3,1900.94,Todd Bradley
ORD-11509,2024-02-26,West,Office Supplies,Pen,9279.27,2,365.88,Allen Carter
ORD-11510,2024-04-02,North,Furniture,Sofa,866.08,6,2742.52,Thomas Perez
ORD-11511,2024-02-21,West,Technology,Monitor,7974.87,7,267.05,Raymond Hernandez
ORD-11512,2024-04-17,West,Office Supplies,Pen,3815.02,6,1918.98,Crystal Sutton
ORD-11513,2024-04-02,East,Furniture,Table,200.39,3,1996.02,Faith Payne
ORD-11514,2024-03-01,East,Office Supplies,Pen,9938.02,8,2985.0,Jerry Lin
ORD-11515,2024-03-22,East,Office Supplies,Pen,9273.17,4,1838.03,Samantha Pena
ORD-11516,2024-09-22,South,Office Supplies,Pen,2241.43,6,388.63,Lawrence Mccarthy
ORD-11517,2024-06-16,South,Technology,Laptop,2275.64,3,839.39,Lisa Sandoval
ORD-11518,2024-02-17,East,Furniture,Table,7110.03,5,1427.78,Edward Morse
ORD-11519,2024-09-19,West,Furniture,Cabinet,9231.25,5,560.23,Erica Brown
ORD-11520,2024-07-20,North,Office Supplies,Printer Paper,5878.12,10,969.18,Nicole Jones
ORD-11521,2024-08-09,West,Technology,Monitor,4295.0,5,2456.88,Patricia Fischer
ORD-11522,2024-11-06,West,Office Supplies,Pen,4350.2,10,1091.1,Shannon Martinez
ORD-11523,2024-08-18,South,Office Supplies,Pen,8905.55,9,796.54,Anthony Lee
ORD-11524,2024-11-05,East,Furniture,Sofa,4043.24,2,580.72,Michael Flores
ORD-11525,2024-04-05,East,Furniture,Cabinet,2528.65,4,1988.02,Erin Miranda
ORD-11526,2024-06-09,North,Furniture,Table,195.37,1,2164.57,Rhonda Flowers
ORD-11527,2024-10-17,East,Technology,Monitor,8997.57,9,245.39,Thomas Simmons
ORD-11528,2024-09-26,South,Furniture,Table,1118.91,5,2162.98,Caroline Wilson
ORD-11529,2024-10-20,West,Office Supplies,Pen,6853.11,7,987.46,Jason Porter
ORD-11530,2024-04-10,North,Furniture,Table,8046.98,8,188.04,Larry Rice
ORD-11531,2024-03-02,North,Furniture,Cabinet,4582.57,10,1014.28,Rodney Schultz
ORD-11532,2024-10-22,North,Furniture,Table,2921.87,10,2964.47,Jessica Ross
ORD-11533,2024-03-08,West,Furniture,Sofa,466.38,9,2758.2,Jose Roberts
ORD-11534,2024-11-26,North,Technology,Keyboard,787.6,2,2498.06,Richard Wiley
ORD-11535,2024-05-20,East,Furniture,Sofa,7561.55,7,285.31,Melissa Gray
ORD-11536,2024-11-09,North,Furniture,Cabinet,3993.94,8,1505.34,Tina Ross
ORD-11537,2024-07-10,North,Office Supplies,Pen,389.95,1,2485.1,Brandon Stevenson
ORD-11538,2024-06-14,West,Technology,Laptop,2340.78,2,613.92,Kimberly Peterson
ORD-11539,2024-12-18,North,Furniture,Chair,2670.91,1,376.87,Michael Miller
ORD-11540,2024-05-15,East,Furniture,Chair,6910.42,7,846.24,Heather Taylor
ORD-11541,2024-10-25,West,Technology,Mouse,1287.02,6,2592.59,Travis Harrison
ORD-11542,2024-11-22,West,Office Supplies,Stapler,6715.53,9,1606.39,Maria Hernandez
ORD-11543,2024-12-04,West,Office Supplies,Stapler,9765.86,6,2329.3,Cameron Walters
ORD-11544,2024-02-17,East,Furniture,Table,7685.4,2,1091.38,Douglas Greene
ORD-11545,2024-12-21,North,Technology,Mouse,843.93,8,227.79,Kevin Foster
ORD-11546,2024-08-27,West,Technology,Mouse,1960.38,2,1054.33,Gerald Ward
ORD-11547,2024-06-08,West,Office Supplies,Printer Paper,6587.36,9,361.7,Thomas Hall
ORD-11548,2024-07-05,West,Technology,Mouse,9753.14,10,1564.72,Daisy Levine
ORD-11549,2024-02-05,East,Furniture,Table,4288.63,5,2856.91,Diana Powell
ORD-11550,2024-03-16,West,Office Supplies,Pen,8774.34,2,759.66,Bruce Johnson
ORD-11551,2024-05-16,North,Furniture,Table,4814.78,9,1385.29,Cody Harrison
ORD-11552,2024-10-08,North,Furniture,Chair,3608.83,4,494.33,Diana Chapman
ORD-11553,2024-09-17,East,Office Supplies,Stapler,626.26,5,1140.85,Elizabeth Wilson
ORD-11554,2024-08-04,South,Technology,Monitor,3010.66,7,571.1,Zachary Osborn
ORD-11555,2024-09-22,West,Furniture,Cabinet,1180.93,1,1956.72,Jillian Nguyen
ORD-11556,2024-02-28,North,Technology,Mouse,8961.08,10,835.23,Brandon Wood
ORD-11557,2024-05-21,South,Technology,Laptop,8837.74,7,1206.13,Gregory Wallace
ORD-11558,2024-12-20,East,Technology,Mouse,5002.2,3,2367.9,Evan Evans
ORD-11559,2024-12-27,East,Furniture,Sofa,7365.43,2,595.98,Brenda Brooks
ORD-11560,2024-06-05,South,Office Supplies,Stapler,1785.3,2,541.6,Robert Leach
ORD-11561,2024-03-13,North,Furniture,Cabinet,6693.71,7,1035.46,Gloria Herrera
ORD-11562,2024-02-09,South,Technology,Keyboard,6824.11,1,1802.32,Alex Shaw
ORD-11563,2024-09-07,South,Furniture,Chair,4778.43,1,2465.83,Patricia Aguilar
ORD-11564,2024-04-26,South,Office Supplies,Printer Paper,7574.43,2,344.98,Antonio Hodge
ORD-11565,2024-08-19,West,Office Supplies,Printer Paper,7374.67,9,809.15,Thomas Garcia
ORD-11566,2024-07-05,West,Furniture,Sofa,234.25,6,938.35,Rhonda Kidd
ORD-11567,2024-02-27,East,Furniture,Cabinet,6889.26,1,486.31,Erica Bennett
ORD-11568,2024-12-03,South,Furniture,Table,3636.22,1,770.89,Elizabeth Roberts
ORD-11569,2024-07-03,South,Office Supplies,Stapler,7469.21,4,2765.91,Taylor Flores
ORD-11570,2024-05-20,West,Furniture,Chair,9874.58,9,566.11,Tiffany May
ORD-11571,2024-06-18,West,Office Supplies,Printer Paper,5932.56,5,962.5,Warren Smith
ORD-11572,2024-11-09,North,Technology,Keyboard,4391.25,8,1721.65,Reginald Hutchinson
ORD-11573,2024-02-26,North,Furniture,Sofa,5039.38,3,1425.64,Lori Young
ORD-11574,2024-11-15,South,Technology,Keyboard,3106.09,5,240.62,Stacey Smith
ORD-11575,2024-08-20,North,Furniture,Chair,2251.52,10,414.14,Sarah Becker
ORD-11576,2024-01-03,West,Furniture,Sofa,3587.33,1,197.21,Brett Pierce
ORD-11577,2024-05-25,South,Technology,Keyboard,9541.48,5,470.8,Bradley Cobb
ORD-11578,2024-08-09,North,Office Supplies,Notebook,2978.94,1,1445.87,Robert Bradford
ORD-11579,2024-12-13,West,Furniture,Table,4283.38,2,2684.45,Sharon Cook
ORD-11580,2024-03-29,West,Furniture,Sofa,6821.34,6,2422.92,Kathleen Allen
ORD-11581,2024-05-08,South,Technology,Mouse,4221.49,4,938.13,Mary Fisher
ORD-11582,2024-10-17,West,Technology,Keyboard,5503.72,7,2358.1,Destiny White
ORD-11583,2024-03-11,West,Furniture,Chair,6971.92,9,2807.9,Daniel Ramos
ORD-11584,2024-08-27,East,Office Supplies,Printer Paper,4333.92,7,2886.27,Joseph Price
ORD-11585,2024-10-13,North,Furniture,Chair,9579.17,7,310.87,Mrs. Colleen Bishop
ORD-11586,2024-05-04,East,Technology,Keyboard,1360.02,9,2704.74,Stephen Rangel
ORD-11587,2024-07-20,South,Furniture,Chair,4089.13,1,1415.28,Carlos Singh
ORD-11588,2024-01-28,North,Office Supplies,Stapler,641.46,2,1033.78,Chelsea Cruz
ORD-11589,2024-10-16,West,Technology,Keyboard,6936.87,1,408.26,Brian Hanson
ORD-11590,2024-12-25,South,Office Supplies,Pen,5211.01,9,2234.25,Angela Morris
ORD-11591,2024-04-24,South,Furniture,Table,3078.83,5,2171.47,Walter Le
ORD-11592,2024-11-15,South,Technology,Monitor,1235.62,1,501.42,Kenneth Golden
ORD-11593,2024-05-06,South,Technology,Laptop,1125.71,1,2506.54,Jordan Stein
ORD-11594,2024-01-29,North,Furniture,Cabinet,3069.25,8,2948.95,John Jones DVM
ORD-11595,2024-11-09,West,Technology,Keyboard,8607.21,10,413.43,John Johnson
ORD-11596,2024-04-04,South,Technology,Laptop,8203.65,4,553.79,Michael Mendoza
ORD-11597,2024-08-31,West,Office Supplies,Notebook,2971.36,2,2879.32,Derrick Phillips
ORD-11598,2024-12-07,East,Furniture,Sofa,3972.77,2,1418.69,Max Cooper
ORD-11599,2024-01-15,East,Furniture,Table,4625.11,10,1198.82,Jeffrey Flores
ORD-11600,2024-01-18,West,Office Supplies,Printer Paper,,6,,Robert Garrison
ORD-11601,2024-05-21,North,Furniture,Cabinet,9819.36,6,1526.88,Daniel Torres
ORD-11602,2024-06-27,West,Office Supplies,Notebook,5179.15,3,1984.96,Brian Rose
ORD-11603,2024-08-23,South,Furniture,Sofa,2855.57,5,2774.26,Connie Watts
ORD-11604,2024-07-11,West,Technology,Monitor,6097.83,3,1749.31,Robert Tran
ORD-11605,2024-03-07,East,Office Supplies,Printer Paper,5929.64,10,1076.88,Douglas Atkinson
ORD-11606,2024-02-04,North,Office Supplies,Stapler,392.27,3,733.53,Kenneth Powell
ORD-11607,2024-09-12,West,Office Supplies,Pen,3304.23,4,2944.92,Shelly Buck
ORD-11608,2024-02-23,South,Office Supplies,Notebook,7308.82,7,2279.65,Wendy Short
ORD-11609,2024-02-01,East,Furniture,Chair,1233.29,2,1352.51,Bailey Foster
ORD-11610,2024-03-30,East,Furniture,Chair,1165.84,8,1164.01,Emily Hill
ORD-11611,2024-04-10,East,Office Supplies,Notebook,4961.92,5,715.21,Roberta Ramirez PhD
ORD-11612,2024-08-10,South,Office Supplies,Notebook,951.58,1,1905.89,Amber Bruce
ORD-11613,2024-04-14,North,Office Supplies,Pen,8119.09,1,1110.7,Michael Allen
ORD-11614,2024-06-23,South,Furniture,Chair,6855.38,9,1513.72,Katherine Rivera
ORD-11615,2024-09-13,East,Technology,Monitor,3629.2,9,2567.59,James Brown
ORD-11616,2024-08-06,West,Technology,Monitor,8752.37,10,280.52,Barbara Davidson
ORD-11617,2024-02-21,North,Office Supplies,Printer Paper,5037.25,1,1824.39,Paul Dunn
ORD-11618,2024-04-24,East,Furniture,Chair,9230.51,5,1201.76,Heather West
ORD-11619,2024-03-21,East,Furniture,Chair,840.29,10,762.13,Jessica Martin
ORD-11620,2024-07-23,North,Office Supplies,Printer Paper,5504.82,2,1769.18,Austin Lee
ORD-11621,2024-01-17,East,Furniture,Chair,4271.92,4,1036.9,Michael Moore
ORD-11622,2024-04-14,East,Technology,Mouse,9249.33,1,745.07,Elizabeth Christensen DDS
ORD-11623,2024-06-26,North,Technology,Laptop,9504.09,10,2230.9,Dawn Moore
ORD-11624,2024-03-07,East,Technology,Monitor,7260.96,2,155.02,Hannah Nunez
ORD-11625,2024-11-28,East,Office Supplies,Notebook,4372.0,5,2355.55,Veronica Anderson
ORD-11626,2024-01-29,North,Technology,Laptop,7758.77,4,1625.85,Matthew Smith
ORD-11627,2024-10-09,West,Furniture,Chair,616.19,7,2101.55,Larry Brown
ORD-11628,2024-10-08,South,Furniture,Cabinet,1244.27,2,2696.58,Judy Haynes
ORD-11629,2024-04-09,East,Furniture,Sofa,4421.6,1,752.6,Elizabeth Flores
ORD-11630,2024-04-26,West,Technology,Laptop,7500.01,9,1725.74,Mary Thomas
ORD-11631,2024-01-30,North,Technology,Mouse,660.88,8,582.75,Tammy Snyder
ORD-11632,2024-06-28,South,Technology,Keyboard,9981.08,3,1838.07,Susan Miller
ORD-11633,2024-12-02,North,Furniture,Chair,856.14,9,657.29,Angela Parks
ORD-11634,2024-04-22,West,Office Supplies,Printer Paper,7160.03,6,2351.61,Phillip Sims
ORD-11635,2024-09-26,East,Furniture,Table,3256.7,9,1535.16,Katie Mason
ORD-11636,2024-07-29,West,Technology,Keyboard,2869.86,4,2740.55,Peggy Fischer
ORD-11637,2024-06-05,South,Office Supplies,Notebook,1315.21,3,155.81,Daniel Bennett
ORD-11638,2024-11-28,West,Technology,Monitor,9535.15,1,1521.78,Rebecca Curry
ORD-11639,2024-05-22,West,Technology,Keyboard,3074.09,2,226.17,Brandon Perez
ORD-11640,2024-09-10,North,Office Supplies,Stapler,8641.45,7,1359.86,Norma Cooley
ORD-11641,2024-07-13,South,Technology,Mouse,6633.26,9,204.17,Timothy Terry Jr.
ORD-11642,2024-10-04,East,Furniture,Chair,9378.52,10,2275.71,Rebecca Rivera
ORD-11643,2024-10-29,South,Furniture,Sofa,7596.8,6,2191.07,Betty Gonzales
ORD-11644,2024-08-06,North,Office Supplies,Stapler,8093.23,9,1194.93,Cindy Garza
ORD-11645,2024-09-30,West,Office Supplies,Printer Paper,4295.97,10,2318.59,John Anderson
ORD-11646,2024-07-14,West,Furniture,Table,7481.78,4,439.02,Johnny Young
ORD-11647,2024-12-15,East,Technology,Keyboard,946.81,4,2325.45,Ryan Mckee
ORD-11648,2024-10-19,West,Furniture,Sofa,482.2,5,1117.0,Steve Cuevas
ORD-11649,2024-11-30,North,Office Supplies,Printer Paper,1330.63,10,1999.29,Yvette Whitaker
ORD-11650,2024-08-15,West,Furniture,Table,270.94,1,1426.0,Steven Smith
ORD-11651,2024-11-22,South,Furniture,Cabinet,4145.25,10,2819.56,Rachel Gates
ORD-11652,2024-02-02,West,Furniture,Sofa,1880.06,5,815.65,Kelly Townsend
ORD-11653,2024-04-26,South,Furniture,Table,1554.33,10,1985.14,Jennifer Lucas
ORD-11654,2024-12-01,North,Technology,Laptop,1924.13,9,2588.68,Zachary Wilson
ORD-11655,2024-01-22,South,Office Supplies,Printer Paper,702.05,5,2927.08,Elaine Cantrell
ORD-11656,2024-10-03,North,Technology,Keyboard,6045.73,6,372.03,James Madden
ORD-11657,2024-02-27,North,Office Supplies,Stapler,2446.09,6,1732.58,John Harvey
ORD-11658,2024-02-06,West,Office Supplies,Stapler,8770.95,3,122.85,Kathryn Phillips
ORD-11659,2024-06-20,West,Office Supplies,Printer Paper,8984.18,6,1438.52,Mike Rivas
ORD-11660,2024-03-23,East,Furniture,Chair,541.64,3,2740.02,Kimberly Summers
ORD-11661,2024-11-07,South,Technology,Laptop,8099.54,9,2161.52,Suzanne Ross
ORD-11662,2024-04-20,West,Office Supplies,Printer Paper,8324.2,1,1988.33,Benjamin King
ORD-11663,2024-11-28,North,Technology,Monitor,9556.28,4,1717.94,Ronald Ramos DVM
ORD-11664,2024-10-02,North,Office Supplies,Stapler,8491.19,9,2404.71,Heather Cox
ORD-11665,2024-12-03,West,Office Supplies,Stapler,3237.7,4,2516.23,Gregory Ayers
ORD-11666,2024-06-17,South,Furniture,Table,8010.16,6,731.13,Kelly Mcguire
ORD-11667,2024-12-20,South,Furniture,Chair,4505.57,7,1117.55,Ashley Martinez
ORD-11668,2024-07-04,West,Furniture,Chair,6091.66,8,2369.6,Brent Juarez
ORD-11669,2024-10-02,South,Technology,Mouse,7786.84,7,2038.61,Jill Rios
ORD-11670,2024-11-06,East,Office Supplies,Notebook,7978.97,6,975.84,Megan Roth
ORD-11671,2024-08-03,South,Technology,Monitor,5802.52,4,2704.62,Teresa Smith
ORD-11672,2024-03-26,North,Furniture,Chair,4244.39,9,2148.58,Steve Johnson
ORD-11673,2024-03-05,North,Furniture,Chair,8355.2,1,2085.64,Amanda Flores
ORD-11674,2024-09-20,West,Technology,Mouse,9052.18,6,425.99,Allison Johnson
